symbol,Name of Securities,Category,Sub-Category,Board Lot,Expiry Date,ETF / Fund Manager,Debt Securities Investor Type,Div Stock,Blue Chip,HSI
8176.HK,SUPERROBOTICS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8178.HK,CHINA INFO TECH,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8179.HK,PALINDA GROUP,Equity,Equity Securities (GEM),"12,000",,,,N,,N
8181.HK,SHISHI SERVICES,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8186.HK,M-RESOURCES,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8187.HK,JIMU GROUP-NEW,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8188.HK,GME GROUP,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8189.HK,TEDA BIOMEDICAL,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8191.HK,HONG WEI ASIA,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8193.HK,ASIAPAC FIN INV,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8195.HK,LEGENDARY GROUP,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8196.HK,CHINA TIANYF,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8198.HK,CRYPTO FLOW,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8200.HK,SAU SAN TONG,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8201.HK,PPS INT'L,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8203.HK,KAISUN HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8205.HK,JIAODA WITHUB,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8206.HK,S ROBOT EDU,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8208.HK,WMCH GLOBAL,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8209.HK,GT STEEL W2308,Equity Warrants (GEM),,"5,000",23/08/2023,,,N,,N
8210.HK,DLC ASIA,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8211.HK,ZHEJIANG YONGAN,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8213.HK,STARGLORY HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8215.HK,FIRST CREDIT,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8217.HK,LUEN WONG GP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8218.HK,ECHO INT HOLD,Equity,Equity Securities (GEM),"12,000",,,,N,,N
8219.HK,HANVEY GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8220.HK,BINGO GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8221.HK,PF GROUP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8222.HK,E LIGHTING,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8223.HK,ZYY,Equity,Equity Securities (GEM),"4,000",,,,Y,,N
8225.HK,C HEALTH GP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8226.HK,KOALA FIN GP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8227.HK,HAITIAN ANTENNA,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8228.HK,NATIONAL ARTS,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8229.HK,FUTURE DATA,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8232.HK,CLASSIFIED GP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8237.HK,LINK HOLDINGS,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8238.HK,WINTO GROUP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8239.HK,CAPITAL FIN,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8241.HK,YING KEE TEA,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8245.HK,ZHAO XIAN INT'L,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8246.HK,ZHONGHUA GAS,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8247.HK,BIOSINO BIO-TEC,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8249.HK,RUIYUAN IC TECH,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8250.HK,SILK RD ENERGY,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8257.HK,GENES TECH,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8262.HK,SUPER STRONG,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8267.HK,LINEKONG,Equity,Equity Securities (GEM),500,,,,N,,N
8268.HK,SMART CITY DEV,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8269.HK,WEALTH GLORY,Equity,Equity Securities (GEM),"30,000",,,,N,,N
8270.HK,CHINA CBM,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8271.HK,GDC,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8275.HK,STATE INNOVAT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8277.HK,STEEDORIENTAL,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8279.HK,AGTECH HOLDINGS,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8280.HK,CDV HOLDINGS,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8281.HK,CH GOLD CLASSIC,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8282.HK,GAMEONE,Equity,Equity Securities (GEM),"12,000",,,,N,,N
8283.HK,ZHONGSHI MINAN,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8285.HK,SLING GROUP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8286.HK,CCOE,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8287.HK,ZIONCOM,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8290.HK,AHSAY BACKUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8291.HK,WAN CHENG METAL,Equity,Equity Securities (GEM),"7,500",,,,N,,N
8292.HK,WORLDGATEGLOBAL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8293.HK,SINGASIA HLDG,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8295.HK,KINGWISOFT TECH,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8296.HK,SINO-LIFE GROUP,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8297.HK,OCEAN STAR TECH,Equity,Equity Securities (GEM),"2,500",,,,N,,N
8299.HK,GRAND T G GOLD,Equity,Equity Securities (GEM),"96,000",,,,N,,N
8300.HK,ROYALGPHLG,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8305.HK,TONG KEE HLDG,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8307.HK,MEDICSKIN,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8308.HK,GUDOU HLDGS,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8309.HK,MANSHING GLOBAL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8310.HK,DAFENG PORT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8311.HK,PERFECT OPT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8313.HK,ZACD,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8315.HK,GREATWALLE INC,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8316.HK,CHINA HONGBAO,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8317.HK,FINET GROUP,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8319.HK,EXPERT SYS,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8320.HK,AEC GROUP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8321.HK,TAI KAM HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8325.HK,CHINA SMARTPAY,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8326.HK,TK NEW ENERGY,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8328.HK,XY ELEC STORAGE,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8329.HK,NEP INTERLONG,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8331.HK,P.B. GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8333.HK,ASTRUM FIN,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8337.HK,DIRECTEL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8340.HK,ZIJING INTL FIN,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8341.HK,AESO HOLDING,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8347.HK,F8 ENT,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8348.HK,BINHAI TEDA,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8349.HK,GUIXIN GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8350.HK,EXCALIBURGLOBAL,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8353.HK,ANACLE,Equity,Equity Securities (GEM),"3,000",,,,N,,N
8356.HK,CNC HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8357.HK,REPUBLIC HC,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8360.HK,AL GROUP,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8362.HK,WINNING TOWER,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8363.HK,SDM EDUCATION,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8365.HK,HATCHER GROUP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8366.HK,ZJ UNITED INV,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8367.HK,SIMPLICITY HLDG,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8368.HK,CREATIVE CHINA,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8370.HK,ZHI SHENG GP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8371.HK,TASTEGOURMET GP,Equity,Equity Securities (GEM),"4,000",,,,Y,,N
8372.HK,GBG HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8373.HK,INDIGO STAR,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8375.HK,VERTICAL INT'L,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8377.HK,HARBOUR EQUINE,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8379.HK,PRIME INTEL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8383.HK,LINOCRAFT HLDGS,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8385.HK,PROSPEROUSPRINT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8391.HK,CORNERSTONE TEC,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8392.HK,SATU HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8395.HK,TREE HOLDINGS,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8400.HK,ASIA PIONEER,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8401.HK,STREAM IDEAS,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8402.HK,GT STEEL GROUP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8403.HK,DOWWAY,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8405.HK,HANG CHI HLDG,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8406.HK,CHINA ORAL IND,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8411.HK,K W NELSON GP,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8412.HK,NEW AMANTE,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8413.HK,ASIA GROCERY,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8416.HK,HM INTL HLDGS,Equity,Equity Securities (GEM),"5,000",,,,Y,,N
8417.HK,DADI EDU,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8418.HK,OPTIMA AUTO,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8419.HK,AV PROMOTIONS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8420.HK,NEXION TECH,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8422.HK,WT GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8423.HK,CHI HO DEV,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8425.HK,HING MING HLDGS,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8426.HK,MODERN LIVING,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8427.HK,SK TARGET,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8428.HK,CBK HOLDINGS,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8429.HK,SV VISION,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8430.HK,C&N HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8431.HK,HAO BAI INTL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8432.HK,BAR PACIFIC,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8436.HK,TAKBO GROUP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8437.HK,RMH HOLDINGS,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8439.HK,SOMERLEY CAP,Equity,Equity Securities (GEM),"2,000",,,,Y,,N
8445.HK,NOBLE ENG GP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8446.HK,ITP HOLDINGS,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8447.HK,MS CONCEPT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8448.HK,UNI PRINTSHOP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8450.HK,EDICO HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8451.HK,SUNLIGHT HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8452.HK,FY FINANCIAL,Equity,Equity Securities (GEM),"2,000",,,,Y,,N
8455.HK,LAI GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8456.HK,MANSION INTL,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8460.HK,BASETROPHY GP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8462.HK,OMNIBRIDGE HLDG,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8471.HK,REACH NEW HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8472.HK,LAPCO HOLDINGS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8473.HK,MI MING MART,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8475.HK,K GROUP HLDGS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8476.HK,OCEAN ONE HLDG,Equity,Equity Securities (GEM),"2,000",,,,Y,,N
8479.HK,JTF INTL,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8480.HK,FURNIWEB,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8481.HK,SHENGLONG INTL,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8482.HK,WAN LEADER,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8483.HK,MAX SIGHT GROUP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8487.HK,ISP GLOBAL,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8489.HK,GP LOGISTICS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8490.HK,NICHE-TECH SEMI,Equity,Equity Securities (GEM),"5,000",,,,Y,,N
8491.HK,COOL LINK,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8493.HK,DRAGON KING GP,Equity,Equity Securities (GEM),"12,000",,,,N,,N
8495.HK,1957 & CO.,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8496.HK,GLOBAL UIN,Equity,Equity Securities (GEM),"2,500",,,,N,,N
8500.HK,ICONCULTURE,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8501.HK,SANBASE CORP,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8502.HK,OCEAN LINE PORT,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8507.HK,I.CENTURY HLDG,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8509.HK,WINE'S LINK,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8510.HK,TOPSTANDARDCORP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8511.HK,MIN FU INTL,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8512.HK,HYFUSIN GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8513.HK,IAG HOLDINGS,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8516.HK,GRAND TALENTS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8519.HK,JIA GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8521.HK,ST INTL HLDGS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8523.HK,SHEUNG MOON,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8525.HK,BAIYING HOLDING,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8526.HK,WING FUNG GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8527.HK,JLOGO HLDGS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8532.HK,POLYFAIR HLDGS,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8535.HK,VISTAR HOLDINGS,Equity,Equity Securities (GEM),"20,000",,,,Y,,N
8536.HK,TL NATURAL GAS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8537.HK,CHONG FAI JEWEL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8540.HK,VICTORY SEC,Equity,Equity Securities (GEM),"2,000",,,,Y,,N
8545.HK,AMUSE GROUP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8547.HK,PACIFIC LEGEND,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8570.HK,JIMU GROUP-OLD,Equity,Equity Securities (GEM),250,,,,N,,N
8601.HK,BOLTEK,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8603.HK,FAMEGLOW,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8606.HK,KINETIX SYSTEMS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8607.HK,NARNIA GROUP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8609.HK,EGGRICULTURE,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8611.HK,MINDTELL TECH,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8612.HK,WORLD SUPER,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8613.HK,ORIENTAL PAY,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8616.HK,SUNRAY ENG GP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8617.HK,BEST LINKING,Equity,Equity Securities (GEM),"5,000",,,,Y,,N
8619.HK,WAC HOLDINGS,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8620.HK,AE LOGISTICS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8621.HK,METROPOLIS CAP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8622.HK,HUAKANG BIOMED,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8623.HK,CHINA SAFTOWER,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8627.HK,ORANGE TOUR,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8631.HK,SUN KONG HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8635.HK,NOVACON TECH,Equity,Equity Securities (GEM),"4,000",,,,Y,,N
8645.HK,MICHONG META,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8646.HK,CHINA HONGGUANG,Equity,Equity Securities (GEM),"3,000",,,,N,,N
8657.HK,TRUE PARTNER,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8659.HK,YIK WO INTL,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8668.HK,YING HAI GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
9001.HK,PP CNUSDPROP-U,Exchange Traded Products,Exchange Traded Funds,5,,Premia Partners Company Limited,,N,,N
9010.HK,ISHARES AXJ-U,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
9011.HK,A ICBCCICCUSD-U,Exchange Traded Products,Exchange Traded Funds,1,,China International Capital Corporation Hong Kong Asset Management Limited,,N,,N
9022.HK,ISHARESMSCIEM-U,Exchange Traded Products,Exchange Traded Funds,10,,BlackRock Asset Management North Asia Limited,,N,,N
9031.HK,HT CH A ESG-U,Exchange Traded Products,Exchange Traded Funds,100,,Haitong International Asset Management (HK) Limited,,N,,N
9040.HK,GX MSCI CHINA-U,Exchange Traded Products,Exchange Traded Funds,100,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9047.HK,F SSIFIRONORE-U,Exchange Traded Products,Exchange Traded Funds,100,,Shanxi Securities International Asset Management Limited,,N,,N
9060.HK,F CICC CARBON-U,Exchange Traded Products,Exchange Traded Funds,10,,China International Capital Corporation Hong Kong Asset Management Limited,,N,,N
9067.HK,ISHARESHSTECH-U,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
9069.HK,CAM HSBIOTECH-U,Exchange Traded Products,Exchange Traded Funds,100,,China Asset Management (Hong Kong) Limited,,N,,N
9072.HK,NIKKOAM INET-U,Exchange Traded Products,Exchange Traded Funds,10,,Nikko Asset Management Hong Kong Limited,,N,,N
9074.HK,ISHARESMSCITW-U,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
9077.HK,PREMIA UST-U,Exchange Traded Products,Exchange Traded Funds,5,,Premia Partners Company Limited,,N,,N
9078.HK,PREMIA UST A-U,Exchange Traded Products,Exchange Traded Funds,5,,Premia Partners Company Limited,,N,,N
9081.HK,VALUEGOLD ETF-U,Exchange Traded Products,Exchange Traded Funds,100,,Sensible Asset Management Hong Kong Limited,,N,,N
9086.HK,CAM NASDAQ100-U,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
9088.HK,CAM HS TECH-U,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
9091.HK,A NIKKOAMMETA-U,Exchange Traded Products,Exchange Traded Funds,10,,Nikko Asset Management Hong Kong Limited,,N,,N
9096.HK,A CSOP USD MM-U,Exchange Traded Products,Exchange Traded Funds,1,,CSOP Asset Management Limited,,N,,N
9115.HK,ISHARESHSI-U,Exchange Traded Products,Exchange Traded Funds,100,,BlackRock Asset Management North Asia Limited,,N,,N
9125.HK,ISHARESSDCPBB-U,Exchange Traded Products,Exchange Traded Funds,10,,BlackRock Asset Management North Asia Limited,,N,,N
9141.HK,CAM ASIA IGB-U,Exchange Traded Products,Exchange Traded Funds,200,,China Asset Management (Hong Kong) Limited,,N,,N
9151.HK,PREMIA STAR50-U,Exchange Traded Products,Exchange Traded Funds,200,,Premia Partners Company Limited,,N,,N
9167.HK,ICBCCSOPCHINA-U,Exchange Traded Products,Exchange Traded Funds,50,,CSOP Asset Management Limited,,N,,N
9173.HK,PP CN NEWECON-U,Exchange Traded Products,Exchange Traded Funds,250,,Premia Partners Company Limited,,N,,N
9177.HK,PP CGBOND HDG-U,Exchange Traded Products,Exchange Traded Funds,20,,Premia Partners Company Limited,,N,,N
9181.HK,PREMIAASIATEC-U,Exchange Traded Products,Exchange Traded Funds,50,,Premia Partners Company Limited,,N,,N
9187.HK,SAMSUNG REITS-U,Exchange Traded Products,Exchange Traded Funds,200,,Samsung Asset Management (Hong Kong) Limited,,N,,N
9191.HK,GX CN SEMICON-U,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9403.HK,CAM HSI ESG-U,Exchange Traded Products,Exchange Traded Funds,10,,China Asset Management (Hong Kong) Limited,,N,,N
9600.HK,NEWLINK TECH,Equity,Equity Securities (Main Board),800,,,,N,,N
9608.HK,SUNDY SERVICE,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
9616.HK,NEUEDU,Equity,Equity Securities (Main Board),800,,,,Y,,N
9618.HK,JD-SW,Equity,Equity Securities (Main Board),50,,,,Y,,Y
9626.HK,BILIBILI-W,Equity,Equity Securities (Main Board),20,,,,N,,N
9633.HK,NONGFU SPRING,Equity,Equity Securities (Main Board),200,,,,Y,,Y
9636.HK,JF WEALTH,Equity,Equity Securities (Main Board),500,,,,N,,N
9638.HK,FERRETTI,Equity,Equity Securities (Main Board),100,,,,Y,,N
9658.HK,SUPER HI,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
9666.HK,JINKE SERVICES,Equity,Equity Securities (Main Board),100,,,,Y,,N
9668.HK,CBHB,Equity,Equity Securities (Main Board),500,,,,Y,,N
9669.HK,BEISEN HOLDING,Equity,Equity Securities (Main Board),200,,,,N,,N
9677.HK,WEIHAI BANK,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
9688.HK,ZAI LAB,Equity,Equity Securities (Main Board),100,,,,N,,N
9696.HK,TIANQI LITHIUM,Equity,Equity Securities (Main Board),200,,,,N,,N
9698.HK,GDS-SW,Equity,Equity Securities (Main Board),100,,,,N,,N
9699.HK,SF INTRA-CITY,Equity,Equity Securities (Main Board),200,,,,N,,N
9801.HK,ISHARES CHINA-U,Exchange Traded Products,Exchange Traded Funds,200,,BlackRock Asset Management North Asia Limited,,N,,N
9803.HK,PP BEDROCK-U,Exchange Traded Products,Exchange Traded Funds,500,,Premia Partners Company Limited,,N,,N
9804.HK,PREMIA VIET-U,Exchange Traded Products,Exchange Traded Funds,50,,Premia Partners Company Limited,,N,,N
9806.HK,GX CN CONSUME-U,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9807.HK,GX CN ROBO&AI-U,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9809.HK,GX CN CLN EN-U,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9810.HK,PREMIAEMASEAN-U,Exchange Traded Products,Exchange Traded Funds,50,,Premia Partners Company Limited,,N,,N
9812.HK,SAMSUNGCDGN-U,Exchange Traded Products,Exchange Traded Funds,200,,Samsung Asset Management (Hong Kong) Limited,,N,,N
9813.HK,CAM CTPB BOND-U,Exchange Traded Products,Exchange Traded Funds,10,,China Asset Management (Hong Kong) Limited,,N,,N
9814.HK,SAMSUNG FANG-U,Exchange Traded Products,Exchange Traded Funds,200,,Samsung Asset Management (Hong Kong) Limited,,N,,N
9817.HK,PP CGBOND-U,Exchange Traded Products,Exchange Traded Funds,20,,Premia Partners Company Limited,,N,,N
9820.HK,GX CN BIOTECH-U,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9826.HK,GX CN CLOUD-U,Exchange Traded Products,Exchange Traded Funds,50,,Mirae Asset Global Investments (Hong Kong) Limited,,N,,N
9829.HK,ISHARESCGB-U,Exchange Traded Products,Exchange Traded Funds,10,,BlackRock Asset Management North Asia Limited,,N,,N
